"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","preceding_causal_itemA","preceding_similar_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","67617","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","1711","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get tired</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","get tired","sit down","become hungry","<p style=""font-size: 25px;"">The ability to <strong>become hungry</strong></p>","","","","","",""
"","","","","","html-button-response","11","2.1.0","68919","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","1301","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get sick</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","get sick","sit down","become hungry","<p style=""font-size: 25px;"">The ability to <strong>become hungry</strong></p>","","","","","",""
"","","","","","html-button-response","12","2.1.0","70771","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","1852","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>kick something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","0","","following","kick something","experience pain","talk a walk","<p style=""font-size: 25px;"">The ability to <strong>talk a walk</strong></p>","","","","","",""
"","","","","","html-button-response","13","2.1.0","72713","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","1941","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>take a walk</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","0","","following","take a walk","get tired","jump up and down","<p style=""font-size: 25px;"">The ability to <strong>jump up and down</strong></p>","","","","","",""
"","","","","","html-button-response","14","2.1.0","73685","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","971","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>see something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","see something","feel scared","hear something","<p style=""font-size: 25px;"">The ability to <strong>feel scared</strong></p>","","","","","",""
"","","","","","html-button-response","15","2.1.0","188899","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","115214","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>feel scared</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","0","","following","feel scared","think about something","become hungry","<p style=""font-size: 25px;"">The ability to <strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","16","2.1.0","190290","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","1391","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>jump up and down</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","jump up and down","get tired","take a walk","<p style=""font-size: 25px;"">The ability to <strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","17","2.1.0","192822","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","2532","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>experience pain</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","experience pain","sit down","become hungry","<p style=""font-size: 25px;"">The ability to <strong>become hungry</strong></p>","","","","","",""
"","","","","","html-button-response","18","2.1.0","193504","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","682","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>remember something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","remember something","feel scared","hear something","<p style=""font-size: 25px;"">The ability to <strong>hear something</strong></p>","","","","","",""
"","","","","","instructions","19","2.1.0","218456","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","24951","","","[{""page_index"":0,""viewing_time"":24951}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","303423","C4CF150D3DAE476BA2B00FF0EC893C5C","","019a08eb-2e9e-73d9-8903-936d45d7eccc","demographics_survey","84966","","{""feedback"":""enjoyable"",""age"":""40"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","enjoyable","40","Non-Hispanic","Male","White"
