"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","10","2.0.0","154304","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7462","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","experience pain","","50","kick something","",""
"","","","","","html-slider-response","11","2.0.0","160612","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6307","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","causal","get sick","","50","see something","",""
"","","","","","html-slider-response","12","2.0.0","169539","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8925","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","causal","see something","","50","take a walk","",""
"","","","","","html-slider-response","13","2.0.0","176494","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6954","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","23","","similar","jump up and down","sit down","50","","",""
"","","","","","html-slider-response","14","2.0.0","185830","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9335","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","remember something","","50","take a walk","",""
"","","","","","html-slider-response","15","2.0.0","196645","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10815","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","see something","hear something","50","","",""
"","","","","","html-slider-response","16","2.0.0","202252","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5606","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","sit down","","50","experience pain","",""
"","","","","","html-slider-response","17","2.0.0","207179","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4925","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","28","","similar","sit down","jump up and down","50","","",""
"","","","","","html-slider-response","18","2.0.0","213067","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5887","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","get tired","","50","jump up and down","",""
"","","","","","html-slider-response","19","2.0.0","225588","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","12521","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","become hungry","experience pain","50","","",""
"","","","","","html-slider-response","20","2.0.0","235599","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10010","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","hear something","see something","50","","",""
"","","","","","html-slider-response","21","2.0.0","243105","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7505","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","similar","get sick","get tired","50","","",""
"","","","","","html-slider-response","22","2.0.0","254935","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","11829","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","take a walk","jump up and down","50","","",""
"","","","","","html-slider-response","23","2.0.0","262469","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7533","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","27","","similar","get tired","feel scared","50","","",""
"","","","","","html-slider-response","24","2.0.0","273099","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10629","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","286312","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","13212","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","kick something","","50","think about something","",""
"","","","","","html-slider-response","26","2.0.0","294406","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8093","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","feel scared","become hungry","50","","",""
"","","","","","html-slider-response","27","2.0.0","300582","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6176","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","choose what to do","","50","feel scared","",""
"","","","","","html-slider-response","28","2.0.0","305097","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4514","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","similar","remember something","think about something","50","","",""
"","","","","","html-slider-response","29","2.0.0","315982","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10883","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","think about something","","50","take a walk","",""
"","","","","","html-slider-response","30","2.0.0","322002","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6019","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","reach for something","","50","become hungry","",""
"","","","","","html-slider-response","31","2.0.0","327864","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5861","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","causal","jump up and down","","50","think about something","",""
"","","","","","html-slider-response","32","2.0.0","333395","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5530","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","take a walk","","50","think about something","",""
"","","","","","html-slider-response","33","2.0.0","341356","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7960","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","hear something","","50","take a walk","",""
"","","","","","html-slider-response","34","2.0.0","350246","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8889","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","choose what to do","remember something","50","","",""
"","","","","","instructions","35","2.0.0","359398","870FB7B0CA73406EA65982559BC7ACB4","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9152","","","[{""page_index"":0,""viewing_time"":9152}]","","","","","","",""
