"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","49769","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3800","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","15","","similar","become hungry","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","52996","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3222","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","35","","causal","become hungry","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","56626","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3625","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","65","","causal","sit down","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","59739","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3109","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","57","","causal","take a walk","","50","think about something","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","64205","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4462","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","78","","causal","feel scared","","50","see something","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","68828","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4617","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","similar","remember something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","72706","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3874","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","33","","similar","get sick","get tired","50","","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","77027","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4314","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","80","","causal","get tired","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","80371","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3340","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","33","","causal","kick something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","84586","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4211","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","23","","causal","hear something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","87938","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3348","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","32","","similar","get tired","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","91318","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3375","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","experience pain","","50","kick something","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","95825","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4503","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","31","","similar","take a walk","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","99763","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3934","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","similar","think about something","remember something","50","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","107331","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7565","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","113897","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6561","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","38","","causal","choose what to do","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","118228","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4327","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","53","","similar","experience pain","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","122060","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3828","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","55","","similar","sit down","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","128045","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5982","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","13","","similar","jump up and down","sit down","50","","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","131691","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3641","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","54","","causal","see something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","137215","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5520","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","59","","causal","think about something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","140665","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3446","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","30","","similar","feel scared","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","144115","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3447","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","30","","causal","jump up and down","","50","think about something","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","148527","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4407","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","58","","causal","get sick","","50","see something","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","152358","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3827","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","66","","similar","choose what to do","remember something","50","","","","","","","",""
"","","","","","instructions","35","2.1.0","163438","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","11075","","","[{""page_index"":0,""viewing_time"":11075}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","190363","CBE24D1D724349D09F35ADB75C2B3B31","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","26918","","{""feedback"":""If the action made sense to the outcome or how much more information I wanted to understand what happened."",""age"":""29"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","If the action made sense to the outcome or how much more information I wanted to understand what happened.","29","Non-Hispanic","Female","White"
