"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","102699","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2423","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","experience pain","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","105140","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2439","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","84","","similar","choose what to do","","50","remember something","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","107468","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2327","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","80","","causal","reach for something","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","110924","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3455","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","99","","similar","remember something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","113332","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2407","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","67","","causal","get sick","see something","50","","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","134325","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","20991","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","90","","similar","think about something","","50","remember something","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","238478","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","104151","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","get sick","","50","get tired","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","264264","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","25783","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","similar","take a walk","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","268040","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3775","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","93","","causal","see something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","274544","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6503","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","28","","similar","get tired","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","310808","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","36263","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","18","","similar","feel scared","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","312920","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2111","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","become hungry","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","317024","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4103","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","15","","similar","kick something","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","319816","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2791","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","82","","causal","remember something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","323393","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3575","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","327657","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4263","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","30","","similar","jump up and down","","50","sit down","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","331713","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4055","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","36","","causal","jump up and down","think about something","50","","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","335273","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3559","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","71","","causal","take a walk","think about something","50","","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","338705","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3431","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","86","","causal","hear something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","342465","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3760","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","90","","causal","become hungry","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","347657","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5191","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","similar","see something","","50","hear something","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","353969","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6311","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","96","","causal","get tired","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","359025","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5055","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","89","","similar","sit down","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","383386","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","24360","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","90","","causal","feel scared","see something","50","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","387970","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4583","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","90","","causal","sit down","experience pain","50","","","","","","","",""
"","","","","","instructions","35","2.1.0","391210","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3239","","","[{""page_index"":0,""viewing_time"":3239}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","420612","AE8575E87DCF46DB9C086345F1D8748F","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","29400","","{""feedback"":""If it made sense. If someone told me someone did X because of Y, would I be satisfied with that answer or would I ask follow up questions. "",""age"":""26"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","If it made sense. If someone told me someone did X because of Y, would I be satisfied with that answer or would I ask follow up questions. ","26","Non-Hispanic","Female","White"
