"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","27","2.1.0","193921","6351F748534242D4BFC6E28BB8D8C5A4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3960","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","5","","similar","take a walk","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","201606","6351F748534242D4BFC6E28BB8D8C5A4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7684","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","similar","think about something","","50","remember something","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","206133","6351F748534242D4BFC6E28BB8D8C5A4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4524","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","","50","sit down","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","211618","6351F748534242D4BFC6E28BB8D8C5A4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5484","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","4","","similar","feel scared","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","216376","6351F748534242D4BFC6E28BB8D8C5A4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4756","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","experience pain","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","221408","6351F748534242D4BFC6E28BB8D8C5A4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5030","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","5","","similar","reach for something","","50","kick something","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","227086","6351F748534242D4BFC6E28BB8D8C5A4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5676","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","12","","similar","get tired","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","232041","6351F748534242D4BFC6E28BB8D8C5A4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4952","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","kick something","think about something","50","","","","","","","",""
"","","","","","instructions","35","2.1.0","237083","6351F748534242D4BFC6E28BB8D8C5A4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5041","","","[{""page_index"":0,""viewing_time"":5041}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","268090","6351F748534242D4BFC6E28BB8D8C5A4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","30985","","{""feedback"":""common sense was the factor"",""age"":""74"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","common sense was the factor","74","Non-Hispanic","Female","White"
