"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","78183","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8774","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","similar","kick something","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","86643","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8459","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","23","","similar","see something","hear something","50","","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","93618","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6974","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","choose what to do","remember something","50","","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","98051","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4432","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","51","","causal","jump up and down","","50","think about something","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","102979","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4927","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","kick something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","108143","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5163","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","similar","get tired","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","112508","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4364","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","29","","causal","hear something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","116693","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4184","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","40","","similar","think about something","remember something","50","","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","119787","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3093","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","feel scared","","50","see something","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","124332","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4544","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","36","","causal","get sick","","50","see something","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","128146","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3813","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","41","","causal","see something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","131881","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3734","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","take a walk","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","137473","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5591","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","43","","causal","think about something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","144144","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6670","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","similar","reach for something","kick something","50","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","152459","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8313","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","157701","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5242","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","similar","sit down","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","162314","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4612","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","sit down","50","","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","167197","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4882","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","41","","causal","take a walk","","50","think about something","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","171731","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4533","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","55","","causal","experience pain","","50","kick something","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","175523","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3791","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","55","","causal","reach for something","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","180000","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4476","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","49","","causal","remember something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","186525","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6524","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","27","","similar","become hungry","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","190429","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3903","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","29","","similar","get sick","get tired","50","","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","195132","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4702","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","48","","causal","choose what to do","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","198732","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3599","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","47","","causal","get tired","","50","jump up and down","","","","","","",""
"","","","","","instructions","35","2.1.0","200206","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","1473","","","[{""page_index"":0,""viewing_time"":1473}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","240113","F621ABBFCD0E41D1B295ED4A6859783E","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","39904","","{""feedback"":""Whether the sentence made the slightest bit of sense"",""age"":""60"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Hispanic""}","","","","","","","","","Whether the sentence made the slightest bit of sense","60","Hispanic","Male","White"
