"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","87282","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6651","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","remember something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","91843","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4559","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","sit down","50","","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","96215","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4371","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","reach for something","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","103326","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7109","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","feel scared","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","111613","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8286","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","choose what to do","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","116578","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4963","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","experience pain","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","122451","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5872","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","experience pain","","50","kick something","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","126321","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3869","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","reach for something","kick something","50","","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","130438","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4117","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","jump up and down","","50","think about something","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","134510","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4071","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","get tired","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","138629","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4118","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","see something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","141630","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2999","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","hear something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","146609","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4978","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","see something","hear something","50","","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","150659","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4049","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","kick something","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","157162","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6502","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","162516","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5353","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","take a walk","","50","think about something","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","169056","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6539","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","think about something","remember something","50","","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","177112","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8055","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","12","","causal","remember something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","182422","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5308","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","14","","causal","kick something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","185901","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3478","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","hear something","see something","50","","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","189449","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3547","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","get sick","","50","see something","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","196484","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7034","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","37","","causal","sit down","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","202207","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5722","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","14","","causal","think about something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","206437","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4229","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","feel scared","","50","see something","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","211530","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5092","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","become hungry","experience pain","50","","","","","","","",""
"","","","","","instructions","35","2.1.0","226417","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","14887","","","[{""page_index"":0,""viewing_time"":14886}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","287985","9C4D05C5283344AE9CE9E221756A1A18","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","61560","","{""feedback"":""My choices were mostly based on what made sense. "",""age"":""36"",""gender"":""Male"",""other_gender"":"""",""race"":""other_race"",""other_race"":""latino"",""ethnicity"":""Hispanic""}","","","","","","","","","My choices were mostly based on what made sense. ","36","Hispanic","Male","latino"
