"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","12","2.1.0","111531","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4156","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","see something","","50","hear something","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","128413","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","16879","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","9","","causal","hear something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","133636","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5220","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","feel scared","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","144579","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10941","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","27","","similar","experience pain","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","164811","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","20229","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","2","","causal","take a walk","think about something","50","","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","171323","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6509","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","36","","similar","think about something","","50","remember something","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","176050","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4725","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","12","","causal","jump up and down","think about something","50","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","180427","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4374","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","21","","similar","get tired","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","184964","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4535","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","15","","similar","become hungry","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","188948","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3981","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","60","","similar","remember something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","192499","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3548","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","58","","similar","kick something","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","196938","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4437","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","12","","causal","think about something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","203331","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6390","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","207067","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3734","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","17","","similar","reach for something","","50","kick something","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","211307","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4237","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","similar","jump up and down","","50","sit down","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","216091","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4782","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","3","","similar","sit down","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","222356","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6262","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","14","","causal","choose what to do","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","226323","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3965","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","experience pain","kick something","50","","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","229955","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3630","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","60","","similar","choose what to do","","50","remember something","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","233573","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3615","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","67","","causal","sit down","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","238699","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5123","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","38","","causal","feel scared","see something","50","","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","243779","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5078","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","55","","causal","become hungry","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","251498","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7717","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","12","","causal","kick something","think about something","50","","","","","","","",""
"","","","","","instructions","35","2.1.0","257919","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6419","","","[{""page_index"":0,""viewing_time"":6419}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","278842","5FDB3BC862C84D0E943E024F2405F0E7","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","20919","","{""feedback"":""I chose my responses based on how much sense the statement meant to me. "",""age"":""36"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","I chose my responses based on how much sense the statement meant to me. ","36","Non-Hispanic","Female","White"
