"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","231321","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","13891","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","causal","jump up and down","think about something","50","","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","255831","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","24508","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","experience pain","kick something","50","","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","260191","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4359","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","79","","causal","sit down","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","264609","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4417","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","80","","causal","hear something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","270449","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5839","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","95","","causal","see something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","313496","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","43044","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","similar","get tired","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","321713","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8216","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","reach for something","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","392342","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","70625","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","choose what to do","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","397245","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4902","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","similar","get sick","","50","get tired","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","401151","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3905","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","choose what to do","","50","remember something","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","408320","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7166","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","become hungry","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","420717","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","12396","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","51","","similar","reach for something","","50","kick something","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","443926","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","23208","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","causal","feel scared","see something","50","","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","449812","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5885","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","feel scared","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","454507","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4693","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","458499","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3991","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","causal","take a walk","think about something","50","","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","473805","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","15303","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","see something","","50","hear something","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","477994","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4188","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","kick something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","484030","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6035","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","51","","similar","hear something","","50","see something","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","487528","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3497","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","","50","sit down","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","518769","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","31239","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","similar","kick something","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","534490","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","15719","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","52","","similar","think about something","","50","remember something","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","539771","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5279","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","similar","remember something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","546856","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7084","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","remember something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","552047","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5190","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","52","","similar","experience pain","","50","feel scared","","","","","","",""
"","","","","","instructions","35","2.1.0","558909","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6861","","","[{""page_index"":0,""viewing_time"":6860}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","615036","2C9AF02F32E74B3CB12A9FF465453E50","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","56117","","{""feedback"":""I tried to decide whether it made any sense. "",""age"":""22"",""gender"":""Female"",""other_gender"":"""",""race"":""Asian"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","I tried to decide whether it made any sense. ","22","Non-Hispanic","Female","Asian"
