"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","138095","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2984","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","44","","causal","choose what to do","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","139860","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","1762","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","44","","similar","choose what to do","","50","remember something","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","141657","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","1793","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","42","","similar","get tired","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","144341","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2680","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","53","","causal","experience pain","kick something","50","","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","154112","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","9768","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","hear something","","50","see something","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","158294","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4179","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","67","","causal","think about something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","166656","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8360","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","28","","causal","kick something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","173595","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6936","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","65","","causal","take a walk","think about something","50","","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","177461","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3864","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","45","","causal","become hungry","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","182542","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5078","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","","50","sit down","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","189974","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7429","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","37","","similar","get sick","","50","get tired","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","194140","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4162","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","47","","similar","reach for something","","50","kick something","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","198975","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4831","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","51","","causal","reach for something","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","203177","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4199","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","61","","causal","sit down","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","209762","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6582","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","212162","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2397","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","44","","similar","remember something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","214606","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2441","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","46","","similar","experience pain","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","217924","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3316","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","see something","","50","hear something","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","223661","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5734","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","15","","similar","feel scared","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","225541","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","1877","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","43","","causal","jump up and down","think about something","50","","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","227276","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","1731","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","44","","causal","remember something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","230710","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3431","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","45","","similar","sit down","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","232975","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2263","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","39","","causal","hear something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","238689","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5712","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","59","","causal","see something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","241240","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2549","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","35","","similar","become hungry","","50","experience pain","","","","","","",""
"","","","","","instructions","35","2.1.0","243594","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2351","","","[{""page_index"":0,""viewing_time"":2351}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","257863","FDCAB2F8E0534C5F8CDBD2D6F05AA7F4","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","14264","","{""feedback"":""logic"",""age"":""32"",""gender"":""Male"",""other_gender"":"""",""race"":""Asian"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","logic","32","Non-Hispanic","Male","Asian"
