"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","20","2.1.0","523588","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3036","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","20","","similar","become hungry","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","527072","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3482","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","see something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","530022","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2948","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","27","","similar","jump up and down","sit down","50","","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","533155","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3131","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","31","","similar","take a walk","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","537495","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4336","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","542316","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4820","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","81","","similar","think about something","remember something","50","","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","546585","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4266","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","experience pain","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","549584","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2998","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","37","","similar","feel scared","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","554240","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4655","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","72","","similar","remember something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","556926","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2684","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","64","","causal","hear something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","560126","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3198","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","similar","choose what to do","remember something","50","","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","563287","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3159","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","6","","causal","kick something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","566077","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2788","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","65","","causal","sit down","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","570034","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3955","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","similar","see something","hear something","50","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","572460","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2424","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","69","","causal","become hungry","","50","take a walk","","","","","","",""
"","","","","","instructions","35","2.1.0","577455","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4993","","","[{""page_index"":0,""viewing_time"":4993}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","606090","1B1834E27C2042D5AD849E0ADC38EF5D","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","28632","","{""feedback"":""Just my gut reaction based on the actions that were being described and if it made sense to me"",""age"":""41"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","Just my gut reaction based on the actions that were being described and if it made sense to me","41","Non-Hispanic","Female","White"
