"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","69069","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","","4910","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>experience pain</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","","<p style=""font-size: 25px;""><strong>kick something</strong></p>","experience pain","kick something","feel scared","","","","",""
"","","","","","html-button-response","11","2.1.0","75256","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","","6186","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>get sick</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","12","2.1.0","80400","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","","5142","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>sit down</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","0","","similar","","<p style=""font-size: 25px;""><strong>experience pain</strong></p>","sit down","experience pain","jump up and down","","","","",""
"","","","","","html-button-response","13","2.1.0","84364","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","","3962","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>remember something</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","0","","similar","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","remember something","take a walk","think about something","","","","",""
"","","","","","html-button-response","14","2.1.0","89468","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","","5102","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>kick something</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","0","","similar","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","kick something","think about something","jump up and down","","","","",""
"","","","","","html-button-response","15","2.1.0","95520","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","","6050","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>feel scared</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","","<p style=""font-size: 25px;""><strong>see something</strong></p>","feel scared","see something","become hungry","","","","",""
"","","","","","html-button-response","16","2.1.0","100096","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","","4574","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>choose what to do</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","","<p style=""font-size: 25px;""><strong>feel scared</strong></p>","choose what to do","feel scared","remember something","","","","",""
"","","","","","html-button-response","17","2.1.0","106988","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","","6890","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>hear something</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","18","2.1.0","110780","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","","3790","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>become hungry</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","become hungry","take a walk","experience pain","","","","",""
"","","","","","instructions","19","2.1.0","114032","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","","3251","","","[{""page_index"":0,""viewing_time"":3250}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","148462","617C12DEA8454D779C34D9CF2B32E6CF","6a9f4c54-adc8-4829-b702-9ab740944310","96564893-8422-4b16-9829-37cef1b14394","demographics_survey","34427","","{""feedback"":""I just tried to match the action with another action that might lead to that action."",""age"":""47"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","I just tried to match the action with another action that might lead to that action.","47","Non-Hispanic","Male","White"
