"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","50638","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","","3847","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>remember something</strong>? <br>I would make them... </p>","1","","ordinary","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","remember something","take a walk","think about something","","","","",""
"","","","","","html-button-response","11","2.1.0","56770","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","","6131","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>feel scared</strong>? <br>I would make them... </p>","0","","ordinary","","<p style=""font-size: 25px;""><strong>see something</strong></p>","feel scared","see something","get tired","","","","",""
"","","","","","html-button-response","12","2.1.0","62121","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","","5349","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>choose what to do</strong>? <br>I would make them... </p>","0","","ordinary","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","choose what to do","experience pain","remember something","","","","",""
"","","","","","html-button-response","13","2.1.0","65839","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","","3716","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>jump up and down</strong>? <br>I would make them... </p>","0","","ordinary","","<p style=""font-size: 25px;""><strong>see something</strong></p>","jump up and down","see something","sit down","","","","",""
"","","","","","html-button-response","14","2.1.0","72970","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","","7130","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>think about something</strong>? <br>I would make them... </p>","1","","ordinary","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","think about something","get sick","remember something","","","","",""
"","","","","","html-button-response","15","2.1.0","77704","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","","4732","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>kick something</strong>? <br>I would make them... </p>","1","","ordinary","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","kick something","think about something","sit down","","","","",""
"","","","","","html-button-response","16","2.1.0","80238","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","","2532","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>become hungry</strong>? <br>I would make them... </p>","1","","ordinary","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","become hungry","take a walk","feel scared","","","","",""
"","","","","","html-button-response","17","2.1.0","83656","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","","3416","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>reach for something</strong>? <br>I would make them... </p>","1","","ordinary","","<p style=""font-size: 25px;""><strong>become hungry</strong></p>","reach for something","become hungry","kick something","","","","",""
"","","","","","html-button-response","18","2.1.0","87651","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","","3994","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>get sick</strong>? <br>I would make them... </p>","1","","ordinary","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","instructions","19","2.1.0","94487","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","","6835","","","[{""page_index"":0,""viewing_time"":6835}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","126126","4E51A1811E6B43F58B4D5825A825F536","","019a7554-4882-75ac-add4-95f1a495302d","demographics_survey","31633","","{""feedback"":""I genuinely thought about what I'd do in that scenario to achieve the action/feeling and picked the closest action I'd do. "",""age"":""23"",""gender"":""Female"",""other_gender"":"""",""race"":""Asian"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","I genuinely thought about what I'd do in that scenario to achieve the action/feeling and picked the closest action I'd do. ","23","Non-Hispanic","Female","Asian"
